1, 부족수, 1.0
2, 부족수, 1.5
3, 부족수, 1.3333333333333333
4, 부족수, 1.75
5, 부족수, 1.2
6, 완전수, 2.0
7, 부족수, 1.1428571428571428
8, 부족수, 1.875
9, 부족수, 1.4444444444444444
10, 부족수, 1.8
11, 부족수, 1.0909090909090908
12, 과잉수, 2.333333333333333
13, 부족수, 1.0769230769230769
14, 부족수, 1.7142857142857142
15, 부족수, 1.5999999999999999
16, 부족수, 1.9375
17, 부족수, 1.0588235294117647
18, 과잉수, 2.1666666666666665
19, 부족수, 1.0526315789473684
20, 과잉수, 2.0999999999999996
21, 부족수, 1.5238095238095237
22, 부족수, 1.6363636363636362
23, 부족수, 1.0434782608695652
24, 과잉수, 2.4999999999999996
25, 부족수, 1.24
26, 부족수, 1.6153846153846154
27, 부족수, 1.4814814814814814
28, 완전수, 2.0
29, 부족수, 1.0344827586206897
30, 과잉수, 2.4
31, 부족수, 1.032258064516129
32, 부족수, 1.96875
33, 부족수, 1.4545454545454544
34, 부족수, 1.588235294117647
35, 부족수, 1.3714285714285712
36, 과잉수, 2.5277777777777772
37, 부족수, 1.027027027027027
38, 부족수, 1.5789473684210527
39, 부족수, 1.4358974358974357
40, 과잉수, 2.25
41, 부족수, 1.024390243902439
42, 과잉수, 2.2857142857142856
43, 부족수, 1.0232558139534884
44, 부족수, 1.909090909090909
45, 부족수, 1.7333333333333332
46, 부족수, 1.565217391304348
47, 부족수, 1.0212765957446808
48, 과잉수, 2.583333333333333
49, 부족수, 1.163265306122449
50, 부족수, 1.86
51, 부족수, 1.4117647058823528
52, 부족수, 1.8846153846153846
53, 부족수, 1.0188679245283019
54, 과잉수, 2.2222222222222223
55, 부족수, 1.3090909090909089
56, 과잉수, 2.142857142857143
57, 부족수, 1.4035087719298245
58, 부족수, 1.5517241379310345
59, 부족수, 1.0169491525423728
60, 과잉수, 2.8
61, 부족수, 1.0163934426229508
62, 부족수, 1.5483870967741935
63, 부족수, 1.6507936507936507
64, 부족수, 1.984375
65, 부족수, 1.2923076923076922
66, 과잉수, 2.1818181818181817
67, 부족수, 1.0149253731343284
68, 부족수, 1.852941176470588
69, 부족수, 1.391304347826087
70, 과잉수, 2.057142857142857
71, 부족수, 1.0140845070422535
72, 과잉수, 2.7083333333333326
73, 부족수, 1.0136986301369864
74, 부족수, 1.5405405405405406
75, 부족수, 1.6533333333333333
76, 부족수, 1.8421052631578947
77, 부족수, 1.2467532467532465
78, 과잉수, 2.1538461538461537
79, 부족수, 1.0126582278481013
80, 과잉수, 2.325
81, 부족수, 1.4938271604938271
82, 부족수, 1.5365853658536586
83, 부족수, 1.0120481927710843
84, 과잉수, 2.666666666666666
85, 부족수, 1.2705882352941176
86, 부족수, 1.5348837209302326
87, 부족수, 1.3793103448275863
88, 과잉수, 2.0454545454545454
89, 부족수, 1.0112359550561798
90, 과잉수, 2.5999999999999996
91, 부족수, 1.2307692307692306
92, 부족수, 1.8260869565217392
93, 부족수, 1.3763440860215053
94, 부족수, 1.5319148936170213
95, 부족수, 1.263157894736842
96, 과잉수, 2.6249999999999996
97, 부족수, 1.0103092783505154
98, 부족수, 1.7448979591836733
99, 부족수, 1.5757575757575757
100, 과잉수, 2.1699999999999995
101, 부족수, 1.00990099009901
102, 과잉수, 2.117647058823529
103, 부족수, 1.0097087378640777
104, 과잉수, 2.019230769230769
105, 부족수, 1.8285714285714283
106, 부족수, 1.528301886792453
107, 부족수, 1.0093457943925233
108, 과잉수, 2.592592592592592
109, 부족수, 1.0091743119266054
110, 부족수, 1.9636363636363634
111, 부족수, 1.3693693693693691
112, 과잉수, 2.2142857142857144
113, 부족수, 1.008849557522124
114, 과잉수, 2.1052631578947367
115, 부족수, 1.2521739130434781
116, 부족수, 1.8103448275862069
117, 부족수, 1.5555555555555554
118, 부족수, 1.5254237288135593
119, 부족수, 1.2100840336134453
120, 과잉수, 2.9999999999999996
121, 부족수, 1.0991735537190082
122, 부족수, 1.5245901639344261
123, 부족수, 1.3658536585365852
124, 부족수, 1.8064516129032258
125, 부족수, 1.248
126, 과잉수, 2.476190476190476
127, 부족수, 1.0078740157480315
128, 부족수, 1.9921875
129, 부족수, 1.3643410852713178
130, 부족수, 1.9384615384615385
131, 부족수, 1.0076335877862594
132, 과잉수, 2.5454545454545454
133, 부족수, 1.2030075187969924
134, 부족수, 1.5223880597014925
135, 부족수, 1.7777777777777775
136, 부족수, 1.9852941176470587
137, 부족수, 1.0072992700729928
138, 과잉수, 2.086956521739131
139, 부족수, 1.0071942446043165
140, 과잉수, 2.4
141, 부족수, 1.3617021276595742
142, 부족수, 1.5211267605633803
143, 부족수, 1.1748251748251748
144, 과잉수, 2.7986111111111107
145, 부족수, 1.2413793103448276
146, 부족수, 1.5205479452054795
147, 부족수, 1.5510204081632653
148, 부족수, 1.7972972972972974
149, 부족수, 1.0067114093959733
150, 과잉수, 2.48
151, 부족수, 1.0066225165562914
152, 부족수, 1.9736842105263157
153, 부족수, 1.5294117647058822
154, 부족수, 1.8701298701298699
155, 부족수, 1.2387096774193547
156, 과잉수, 2.5128205128205123
157, 부족수, 1.0063694267515924
158, 부족수, 1.518987341772152
159, 부족수, 1.3584905660377358
160, 과잉수, 2.3625000000000003
161, 부족수, 1.1925465838509315
162, 과잉수, 2.240740740740741
163, 부족수, 1.0061349693251533
164, 부족수, 1.7926829268292683
165, 부족수, 1.7454545454545451
166, 부족수, 1.5180722891566265
167, 부족수, 1.0059880239520957
168, 과잉수, 2.8571428571428563
169, 부족수, 1.0828402366863905
